"CARD","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"CARD_138","fixed",NA,"carrierper",0.438688089254434,0.271170190430164,1.61775926977273,36.4121314176567,0.114345954662389,0.167492665984345
"CARD_139","fixed",NA,"(Intercept)",-2.61879731534897,0.0753522484953696,-34.7540699533326,33.5769792345825,6.59172392608045e-28,2.60331375308494e-27
"CARD_139","fixed",NA,"carrierper",0.289438782113588,0.161743513360357,1.78949236417742,37.9889506762749,0.0815102797355734,0.130416447576917
"CARD_140","fixed",NA,"(Intercept)",-3.39850407769447,0.090596992105601,-37.5123279339465,34.6245159634902,1.24891555851587e-29,5.81584558592466e-29
"CARD_140","fixed",NA,"carrierper",0.323539694927049,0.191330801189904,1.69099639428114,36.6347810754311,0.0993294674112668,0.153419771447105
"CARD_143","fixed",NA,"(Intercept)",-2.49225528154429,0.124020105894048,-20.0955745326766,32.2684681726424,8.22519684660182e-20,1.8072263493942e-19
"CARD_143","fixed",NA,"carrierper",-0.886638496808891,0.261977790370526,-3.38440329447347,34.2425153953858,0.00180182407547864,0.00347017970092183
"CARD_167","fixed",NA,"(Intercept)",-3.69954964770043,0.109080030917959,-33.9159204170279,38.7486244582585,2.01101430506074e-30,1.10076572487535e-29
"CARD_167","fixed",NA,"carrierper",0.385835764965291,0.230237300208602,1.67581779588152,40.7730966357318,0.101427135425392,0.155888011097154
"CARD_176","fixed",NA,"(Intercept)",-1.94258707970485,0.125781689024438,-15.4441166657209,36.0559340432393,1.79588342925347e-17,3.73543753284722e-17
"CARD_176","fixed",NA,"carrierper",-0.722485256876047,0.264260506266419,-2.73398877147257,37.3631029888566,0.00950895934291772,0.0180902153353069
"CARD_181","fixed",NA,"(Intercept)",-4.06803497904286,0.163535731555728,-24.8755115493313,37.8249898566897,4.78348592568806e-25,1.36921798973823e-24
"CARD_181","fixed",NA,"carrierper",0.0528988597348659,0.342299096486492,0.154539875441808,38.6242141161595,0.877988800810394,0.900438540982424
"CARD_186","fixed",NA,"(Intercept)",-4.11967549631067,0.0741858575745493,-55.531817397552,38.0448487140666,5.01645277710702e-38,7.11424212026086e-37
"CARD_186","fixed",NA,"carrierper",0.381734702470249,0.158716078356226,2.40514197694247,42.144886732038,0.0206341432742842,0.0380938029679093
"CARD_203","fixed",NA,"(Intercept)",-4.10967252507877,0.0631088382114722,-65.1203958359623,44.7879794634161,5.21569318111689e-46,1.35608022709039e-44
"CARD_203","fixed",NA,"carrierper",-0.152836840995183,0.133610825698359,-1.14389564016488,47.3689511332262,0.258414742134902,0.325102417524554
"CARD_208","fixed",NA,"(Intercept)",-4.46219127433218,0.0703266445170289,-63.4495119876181,38.0740648630548,3.14492971466703e-40,5.45121150542284e-39
"CARD_208","fixed",NA,"carrierper",0.26584035617639,0.146964572193223,1.8088737456186,38.6429512782607,0.0782560295423519,0.126507156565875
"CARD_216","fixed",NA,"(Intercept)",-3.16409264776483,0.19574359025248,-16.1644764136778,36.6653524579431,2.9038767053004e-18,6.16333015002534e-18
"CARD_216","fixed",NA,"carrierper",0.61646578055196,0.412270770286515,1.49529344543038,38.3361228110583,0.143025090497531,0.201917774820044
"CARD_225","fixed",NA,"(Intercept)",-3.94141461405447,0.0408370023555835,-96.5157672381301,34.6581998967798,1.00592822451914e-43,2.09233070699981e-42
"CARD_225","fixed",NA,"carrierper",-0.108704451252348,0.0868792249418644,-1.25121340947837,37.7457864108609,0.218556266942852,0.284123147025707
"CARD_239","fixed",NA,"(Intercept)",-2.28741873446966,0.0829105898712154,-27.58898155257,37.437717813628,1.75646961278071e-26,5.8302807788797e-26
"CARD_239","fixed",NA,"carrierper",0.226182827042609,0.175548382572101,1.28843583591385,39.8975155001576,0.205016178753376,0.269839053962821
