"PWY","effect","group","term","estimate","std.error","statistic","df","p.value","padj"
"PWY_082","fixed",NA,"(Intercept)",-4.94216943816505,0.102371545594733,-48.2767883346223,39.7340727817426,6.70055762668162e-37,2.49796788322691e-36
"PWY_082","fixed",NA,"carrierper",-0.54994691717868,0.215792933739828,-2.54849363066599,41.5806996569509,0.0146037975712921,0.0280056364947412
"PWY_084","fixed",NA,"(Intercept)",-5.6299606993717,0.14466999764237,-38.915882982795,35.4921780166591,1.05138954004324e-30,2.33308345552452e-30
"PWY_084","fixed",NA,"carrierper",0.216155636781337,0.305084248949552,0.708511296553629,37.3177697711341,0.483030416789421,0.583896690593697
"PWY_085","fixed",NA,"(Intercept)",-4.79503601840978,0.126810465818868,-37.8126204918989,36.3064180800642,9.26376467670352e-31,2.06550925327457e-30
"PWY_085","fixed",NA,"carrierper",0.212650666247777,0.267154516595152,0.795983796036772,38.0071361808872,0.430985186541456,0.545200789626769
"PWY_086","fixed",NA,"(Intercept)",-5.65572113359991,0.14226529985725,-39.7547479200825,35.5178622386346,4.83300018249921e-31,1.11218670866402e-30
"PWY_086","fixed",NA,"carrierper",0.252644050574469,0.299535542397754,0.843452661918104,37.1183041619568,0.404378228494707,0.528584164035157
"PWY_088","fixed",NA,"(Intercept)",-4.03612949049257,0.0692720242265294,-58.2649278053988,36.1838945389164,2.26896391727371e-37,8.88518643234915e-37
"PWY_088","fixed",NA,"carrierper",0.124352830494863,0.14518108895654,0.856536008846778,37.1490791718916,0.397192983821232,0.524531322503156
"PWY_089","fixed",NA,"(Intercept)",-3.28170579276589,0.017574291325261,-186.733321533644,34.8832797482844,6.2843453943351e-54,2.01965858880011e-52
"PWY_089","fixed",NA,"carrierper",0.023079669976251,0.0371430063384429,0.621373234195199,37.0085736808088,0.538162970063943,0.634093410998224
"PWY_090","fixed",NA,"(Intercept)",-3.54940058116566,0.0275943657204608,-128.627728468998,33.3635615666804,1.44161636692498e-46,1.19963076247686e-45
"PWY_090","fixed",NA,"carrierper",0.0450746327235191,0.0583669423669261,0.77226304643741,35.5573079571836,0.445061546605772,0.555284285725006
"PWY_091","fixed",NA,"(Intercept)",-3.6730711214511,0.0268690933747068,-136.70245848,33.2215328030688,2.77777218648009e-47,2.53812125274455e-46
"PWY_091","fixed",NA,"carrierper",-0.00152893395906332,0.0569680766045867,-0.0268384339123049,35.7497580040924,0.978737859199539,0.982956818940215
"PWY_092","fixed",NA,"(Intercept)",-6.12339122993752,0.136587509869164,-44.8312677769956,36.9616627201023,7.95770457496808e-34,2.28202481965238e-33
"PWY_092","fixed",NA,"carrierper",0.413139549549778,0.288980230355388,1.42964641228813,39.2962834421318,0.160721206492543,0.265588944062146
"PWY_093","fixed",NA,"(Intercept)",-5.02246412777572,0.139211038694505,-36.0780594331847,36.536152844987,3.59699453052291e-30,7.76018264455405e-30
"PWY_093","fixed",NA,"carrierper",0.234157924199879,0.292940150471265,0.79933707900122,38.0764154096234,0.429053418160417,0.544792623604235
"PWY_095","fixed",NA,"(Intercept)",-4.91266749022025,0.122108295610983,-40.2320535688352,35.596338945899,2.84964075188759e-31,6.68983672735324e-31
"PWY_095","fixed",NA,"carrierper",0.163995641464593,0.256978670401372,0.63816830092727,37.1342462719614,0.527280330226434,0.62363612661299
"PWY_096","fixed",NA,"(Intercept)",-5.13947452019449,0.107010238220268,-48.0278766375182,35.3275350573593,8.9915144563093e-34,2.55490593697569e-33
"PWY_096","fixed",NA,"carrierper",-0.120204638953336,0.226691022878371,-0.530257605383124,37.8034718937677,0.599034452817107,0.679197214142997
"PWY_097","fixed",NA,"(Intercept)",-5.44356887691595,0.161259560364963,-33.7565652826787,34.9046532806116,3.05481458748496e-28,6.16252639726403e-28
"PWY_097","fixed",NA,"carrierper",0.13041868331394,0.33892686841103,0.384798891646962,36.2456067917217,0.702635143631659,0.765018637692414
"PWY_098","fixed",NA,"(Intercept)",-5.28479198861492,0.111583633174895,-47.3617128090067,35.2779437385148,1.58310479704609e-33,4.44413756279205e-33
"PWY_098","fixed",NA,"carrierper",0.0797462821133711,0.235311886369601,0.338896106540554,37.099243625654,0.736598769678178,0.795492529942134
"PWY_099","fixed",NA,"(Intercept)",-6.42956614018342,0.114194348585461,-56.3037157252282,36.208192943502,7.40604403690436e-37,2.72823440410864e-36
